day_name_end,month_end,day_end,hour_end,return_for_next_hour
Friday,12,7,12,216
Friday,12,7,13,222
Friday,12,7,14,222
Friday,12,7,15,260
Friday,12,7,16,457
Friday,12,7,17,628
Friday,12,7,18,495
Friday,12,7,19,269
Friday,12,7,20,156
Friday,12,7,21,116
Friday,12,7,22,112
Friday,12,7,23,79
Friday,12,14,0,46
Friday,12,14,1,24
Friday,12,14,2,10
Friday,12,14,3,10
Friday,12,14,4,8
Friday,12,14,5,23
Friday,12,14,6,118
Friday,12,14,7,290
Friday,12,14,8,756
Friday,12,14,9,696
Friday,12,14,10,272
Friday,12,14,11,171
Friday,12,14,12,270
Friday,12,14,13,267
Friday,12,14,14,254
Friday,12,14,15,234
Friday,12,14,16,474
Friday,12,14,17,557
Friday,12,14,18,452
Friday,12,14,19,411
Friday,12,14,20,71
Friday,12,14,21,115
Friday,12,14,22,125
Friday,12,14,23,111
Friday,12,21,0,50
Friday,12,21,1,20
Friday,12,21,2,3
Friday,12,21,3,17
Friday,12,21,4,8
Friday,12,21,5,12
Friday,12,21,6,60
Friday,12,21,7,99
Friday,12,21,8,391
Friday,12,21,9,430
Friday,12,21,10,204
Friday,12,21,11,170
Friday,12,21,12,214
Friday,12,21,13,276
Friday,12,21,14,589
Friday,12,21,15,430
Friday,12,21,16,81
Friday,12,21,17,428
Friday,12,21,18,589
Friday,12,21,19,283
Friday,12,21,20,150
Friday,12,21,21,116
Friday,12,21,22,28
Friday,12,21,23,73
Friday,12,28,0,30
Friday,12,28,1,34
Friday,12,28,2,10
Friday,12,28,3,7
Friday,12,28,4,7
Friday,12,28,5,16
Friday,12,28,6,50
Friday,12,28,7,84
Friday,12,28,8,209
Friday,12,28,9,199
Friday,12,28,10,150
Friday,12,28,11,190
Friday,12,28,12,265
Friday,12,28,13,271
Friday,12,28,14,280
Friday,12,28,15,251
Friday,12,28,16,303
Friday,12,28,17,295
Friday,12,28,18,231
Friday,12,28,19,165
Friday,12,28,20,107
Friday,12,28,21,108
Friday,12,28,22,62
Friday,12,28,23,59
Monday,1,1,0,39
Monday,1,1,1,49
Monday,1,1,2,38
Monday,1,1,3,14
Monday,1,1,4,3
Monday,1,1,5,5
Monday,1,1,6,7
Monday,1,1,7,9
Monday,1,1,8,19
Monday,1,1,9,33
Monday,1,1,10,63
Monday,1,1,11,78
Monday,1,1,12,88
Monday,1,1,13,118
Monday,1,1,14,126
Monday,1,1,15,137
Monday,1,1,16,158
Monday,1,1,17,118
Monday,1,1,18,90
Monday,1,1,19,48
Monday,1,1,20,45
Monday,1,1,21,48
Monday,1,1,22,21
Monday,1,1,23,9
Monday,1,8,0,3
Monday,1,8,1,2
Monday,1,8,4,4
Monday,1,8,5,3
Monday,1,8,6,12
Monday,1,8,7,50
Monday,1,8,8,107
Monday,1,8,9,108
Monday,1,8,10,36
Monday,1,8,11,15
Monday,1,8,12,11
Monday,1,8,13,28
Monday,1,8,14,17
Monday,1,8,15,1
Monday,1,8,16,72
Monday,1,8,17,144
Monday,1,8,18,158
Monday,1,8,19,54
Monday,1,8,20,19
Monday,1,8,21,19
Monday,1,15,0,22
Monday,1,15,1,11
Monday,1,15,2,7
Monday,1,15,3,1
Monday,1,15,4,3
Monday,1,15,5,8
Monday,1,15,6,24
Monday,1,15,7,68
Monday,1,15,8,150
Monday,1,15,9,145
Monday,1,15,10,120
Monday,1,15,11,151
Monday,1,15,12,130
Monday,1,15,13,155
Monday,1,15,14,151
Monday,1,15,15,178
Monday,1,15,16,186
Monday,1,15,17,210
Monday,1,15,18,166
Monday,1,15,19,122
Monday,1,15,20,76
Monday,1,15,21,52
Monday,1,15,22,44
Monday,1,15,23,20
Monday,1,22,0,5
Monday,1,22,1,2
Monday,1,22,2,3
Monday,1,22,3,2
Monday,1,22,4,1
Monday,1,22,5,13
Monday,1,22,6,8
Monday,1,22,7,90
Monday,1,22,8,787
Monday,1,22,9,193
Monday,1,22,10,140
Monday,1,22,11,127
Monday,1,22,12,144
Monday,1,22,13,238
Monday,1,22,14,35
Monday,1,22,15,234
Monday,1,22,16,317
Monday,1,22,17,61
Monday,1,22,18,391
Monday,1,22,19,239
Monday,1,22,20,168
Monday,1,22,21,91
Monday,1,22,22,45
Monday,1,22,23,48
Monday,1,29,0,10
Monday,1,29,1,2
Monday,1,29,2,1
Monday,1,29,3,1
Monday,1,29,4,3
Monday,1,29,5,16
Monday,1,29,6,91
Monday,1,29,7,244
Monday,1,29,8,567
Monday,1,29,9,576
Monday,1,29,10,227
Monday,1,29,11,135
Monday,1,29,12,155
Monday,1,29,13,159
Monday,1,29,14,146
Monday,1,29,15,154
Monday,1,29,16,278
Monday,1,29,17,571
Monday,1,29,18,496
Monday,1,29,19,283
Monday,1,29,20,137
Monday,1,29,21,135
Monday,1,29,22,57
Monday,1,29,23,22
Monday,2,5,0,10
Monday,2,5,1,2
Monday,2,5,2,2
Monday,2,5,4,4
Monday,2,5,5,22
Monday,2,5,6,83
Monday,2,5,7,267
Monday,2,5,8,634
Monday,2,5,9,568
Monday,2,5,10,209
Monday,2,5,11,128
Monday,2,5,12,184
Monday,2,5,13,192
Monday,2,5,14,144
Monday,2,5,15,171
Monday,2,5,16,297
Monday,2,5,17,631
Monday,2,5,18,499
Monday,2,5,19,272
Monday,2,5,20,168
Monday,2,5,21,130
Monday,2,5,22,73
Monday,2,5,23,33
Monday,2,12,0,4
Monday,2,12,1,5
Monday,2,12,2,5
Monday,2,12,4,5
Monday,2,12,5,22
Monday,2,12,6,106
Monday,2,12,7,245
Monday,2,12,8,626
Monday,2,12,9,582
Monday,2,12,10,196
Monday,2,12,11,137
Monday,2,12,12,157
Monday,2,12,13,173
Monday,2,12,14,119
Monday,2,12,15,177
Monday,2,12,16,333
Monday,2,12,17,651
Monday,2,12,18,551
Monday,2,12,19,310
Monday,2,12,20,176
Monday,2,12,21,113
Monday,2,12,22,83
Monday,2,12,23,28
Monday,2,19,0,11
Monday,2,19,1,6
Monday,2,19,2,2
Monday,2,19,3,4
Monday,2,19,4,2
Monday,2,19,5,5
Monday,2,19,6,27
Monday,2,19,7,47
Monday,2,19,8,130
Monday,2,19,9,166
Monday,2,19,10,128
Monday,2,19,11,145
Monday,2,19,12,154
Monday,2,19,13,167
Monday,2,19,14,178
Monday,2,19,15,141
Monday,2,19,16,138
Monday,2,19,17,176
Monday,2,19,18,163
Monday,2,19,19,105
Monday,2,19,20,81
Monday,2,19,21,48
Monday,2,19,22,35
Monday,2,19,23,23
Monday,2,26,0,14
Monday,2,26,1,2
Monday,2,26,2,1
Monday,2,26,3,1
Monday,2,26,4,6
Monday,2,26,5,13
Monday,2,26,6,30
Monday,2,26,7,74
Monday,2,26,8,344
Monday,2,26,9,426
Monday,2,26,10,341
Monday,2,26,11,37
Monday,2,26,12,247
Monday,2,26,13,58
Monday,2,26,14,96
Monday,2,26,15,261
Monday,2,26,16,72
Monday,2,26,17,762
Monday,2,26,18,154
Monday,2,26,19,186
Monday,2,26,20,124
Monday,2,26,21,65
Monday,2,26,22,49
Monday,2,26,23,25
Monday,3,5,0,12
Monday,3,5,1,3
Monday,3,5,2,6
Monday,3,5,3,2
Monday,3,5,4,2
Monday,3,5,5,21
Monday,3,5,6,83
Monday,3,5,7,253
Monday,3,5,8,497
Monday,3,5,9,575
Monday,3,5,10,239
Monday,3,5,11,120
Monday,3,5,12,151
Monday,3,5,13,155
Monday,3,5,14,144
Monday,3,5,15,158
Monday,3,5,16,287
Monday,3,5,17,592
Monday,3,5,18,478
Monday,3,5,19,272
Monday,3,5,20,152
Monday,3,5,21,96
Monday,3,5,22,50
Monday,3,5,23,28
Monday,3,12,0,16
Monday,3,12,1,3
Monday,3,12,2,5
Monday,3,12,3,3
Monday,3,12,4,9
Monday,3,12,5,11
Monday,3,12,6,87
Monday,3,12,7,215
Monday,3,12,8,604
Monday,3,12,9,593
Monday,3,12,10,270
Monday,3,12,11,167
Monday,3,12,12,172
Monday,3,12,13,184
Monday,3,12,14,138
Monday,3,12,15,127
Monday,3,12,16,234
Monday,3,12,17,308
Monday,3,12,18,191
Monday,3,12,19,108
Monday,3,12,20,124
Monday,3,12,21,74
Monday,3,12,22,49
Monday,3,12,23,28
Monday,3,19,0,12
Monday,3,19,1,6
Monday,3,19,2,2
Monday,3,19,3,4
Monday,3,19,4,5
Monday,3,19,5,18
Monday,3,19,6,82
Monday,3,19,7,232
Monday,3,19,8,596
Monday,3,19,9,595
Monday,3,19,10,227
Monday,3,19,11,168
Monday,3,19,12,182
Monday,3,19,13,193
Monday,3,19,14,146
Monday,3,19,15,190
Monday,3,19,16,352
Monday,3,19,17,653
Monday,3,19,18,552
Monday,3,19,19,338
Monday,3,19,20,196
Monday,3,19,21,134
Monday,3,19,22,72
Monday,3,19,23,35
Monday,3,26,0,11
Monday,3,26,1,4
Monday,3,26,2,4
Monday,3,26,3,1
Monday,3,26,4,6
Monday,3,26,5,21
Monday,3,26,6,79
Monday,3,26,7,221
Monday,3,26,8,611
Monday,3,26,9,560
Monday,3,26,10,215
Monday,3,26,11,127
Monday,3,26,12,173
Monday,3,26,13,189
Monday,3,26,14,154
Monday,3,26,15,154
Monday,3,26,16,307
Monday,3,26,17,587
Monday,3,26,18,570
Monday,3,26,19,338
Monday,3,26,20,189
Monday,3,26,21,122
Monday,3,26,22,77
Monday,3,26,23,32
Monday,4,2,0,8
Monday,4,2,1,1
Monday,4,2,2,5
Monday,4,2,3,3
Monday,4,2,4,5
Monday,4,2,5,15
Monday,4,2,6,85
Monday,4,2,7,257
Monday,4,2,8,675
Monday,4,2,9,607
Monday,4,2,10,243
Monday,4,2,11,180
Monday,4,2,12,188
Monday,4,2,13,204
Monday,4,2,14,165
Monday,4,2,15,204
Monday,4,2,16,334
Monday,4,2,17,687
Monday,4,2,18,611
Monday,4,2,19,317
Monday,4,2,20,206
Monday,4,2,21,120
Monday,4,2,22,69
Monday,4,2,23,33
Monday,4,9,0,19
Monday,4,9,1,9
Monday,4,9,2,4
Monday,4,9,3,1
Monday,4,9,4,9
Monday,4,9,5,26
Monday,4,9,6,89
Monday,4,9,7,247
Monday,4,9,8,642
Monday,4,9,9,647
Monday,4,9,10,236
Monday,4,9,11,167
Monday,4,9,12,176
Monday,4,9,13,176
Monday,4,9,14,162
Monday,4,9,15,193
Monday,4,9,16,341
Monday,4,9,17,674
Monday,4,9,18,637
Monday,4,9,19,371
Monday,4,9,20,239
Monday,4,9,21,136
Monday,4,9,22,118
Monday,4,9,23,45
Monday,4,16,0,27
Monday,4,16,2,5
Monday,4,16,3,7
Monday,4,16,4,1
Monday,4,16,5,36
Monday,4,16,6,6
Monday,4,16,7,404
Monday,4,16,8,101
Monday,4,16,9,285
Monday,4,16,10,192
Monday,4,16,11,120
Monday,4,16,12,135
Monday,4,16,13,115
Monday,4,16,14,240
Monday,4,16,15,68
Monday,4,16,16,586
Monday,4,16,17,136
Monday,4,16,18,434
Monday,4,16,19,270
Monday,4,16,20,168
Monday,4,16,21,107
Monday,4,16,22,53
Monday,4,16,23,38
Monday,4,23,0,21
Monday,4,23,1,4
Monday,4,23,2,3
Monday,4,23,3,5
Monday,4,23,4,4
Monday,4,23,5,22
Monday,4,23,6,85
Monday,4,23,7,279
Monday,4,23,8,708
Monday,4,23,9,598
Monday,4,23,10,230
Monday,4,23,11,162
Monday,4,23,12,167
Monday,4,23,13,155
Monday,4,23,14,150
Monday,4,23,15,212
Monday,4,23,16,307
Monday,4,23,17,668
Monday,4,23,18,654
Monday,4,23,19,339
Monday,4,23,20,210
Monday,4,23,21,121
Monday,4,23,22,87
Monday,4,23,23,27
Monday,4,30,0,29
Monday,4,30,1,13
Monday,4,30,2,8
Monday,4,30,3,3
Monday,4,30,4,9
Monday,4,30,5,16
Monday,4,30,6,104
Monday,4,30,7,306
Monday,4,30,8,693
Monday,4,30,9,647
Monday,4,30,10,291
Monday,4,30,11,158
Monday,4,30,12,224
Monday,4,30,13,410
Monday,4,30,14,214
Monday,4,30,15,36
Monday,4,30,16,351
Monday,4,30,17,808
Monday,4,30,18,748
Monday,4,30,19,447
Monday,4,30,20,265
Monday,4,30,21,166
Monday,4,30,22,120
Monday,4,30,23,70
Monday,5,7,0,26
Monday,5,7,1,15
Monday,5,7,2,4
Monday,5,7,3,10
Monday,5,7,4,10
Monday,5,7,5,28
Monday,5,7,6,117
Monday,5,7,7,361
Monday,5,7,8,730
Monday,5,7,9,701
Monday,5,7,10,269
Monday,5,7,11,339
Monday,5,7,12,96
Monday,5,7,13,218
Monday,5,7,14,203
Monday,5,7,15,265
Monday,5,7,16,432
Monday,5,7,17,847
Monday,5,7,18,763
Monday,5,7,19,467
Monday,5,7,20,275
Monday,5,7,21,151
Monday,5,7,22,81
Monday,5,7,23,46
Monday,5,14,0,25
Monday,5,14,1,9
Monday,5,14,2,13
Monday,5,14,3,2
Monday,5,14,4,9
Monday,5,14,5,27
Monday,5,14,6,112
Monday,5,14,7,362
Monday,5,14,8,776
Monday,5,14,9,1211
Monday,5,14,10,170
Monday,5,14,11,162
Monday,5,14,12,236
Monday,5,14,13,212
Monday,5,14,14,219
Monday,5,14,15,231
Monday,5,14,16,437
Monday,5,14,17,929
Monday,5,14,18,763
Monday,5,14,19,423
Monday,5,14,20,282
Monday,5,14,21,158
Monday,5,14,22,105
Monday,5,14,23,43
Monday,5,21,0,33
Monday,5,21,1,1
Monday,5,21,2,8
Monday,5,21,3,5
Monday,5,21,4,10
Monday,5,21,5,31
Monday,5,21,6,242
Monday,5,21,7,71
Monday,5,21,8,687
Monday,5,21,9,706
Monday,5,21,10,306
Monday,5,21,11,195
Monday,5,21,12,404
Monday,5,21,13,264
Monday,5,21,14,66
Monday,5,21,15,195
Monday,5,21,16,468
Monday,5,21,17,936
Monday,5,21,18,768
Monday,5,21,19,509
Monday,5,21,20,263
Monday,5,21,21,187
Monday,5,21,22,76
Monday,5,21,23,32
Monday,5,28,0,49
Monday,5,28,1,24
Monday,5,28,2,20
Monday,5,28,3,17
Monday,5,28,4,9
Monday,5,28,5,14
Monday,5,28,6,31
Monday,5,28,7,45
Monday,5,28,8,96
Monday,5,28,9,136
Monday,5,28,10,207
Monday,5,28,11,266
Monday,5,28,12,309
Monday,5,28,13,330
Monday,5,28,14,340
Monday,5,28,15,337
Monday,5,28,16,290
Monday,5,28,17,303
Monday,5,28,18,314
Monday,5,28,19,195
Monday,5,28,20,169
Monday,5,28,21,140
Monday,5,28,22,70
Monday,5,28,23,43
Monday,6,4,0,13
Monday,6,4,1,13
Monday,6,4,2,7
Monday,6,4,3,10
Monday,6,4,4,7
Monday,6,4,5,42
Monday,6,4,6,149
Monday,6,4,7,370
Monday,6,4,8,883
Monday,6,4,9,740
Monday,6,4,10,317
Monday,6,4,11,205
Monday,6,4,12,305
Monday,6,4,13,307
Monday,6,4,14,246
Monday,6,4,15,306
Monday,6,4,16,502
Monday,6,4,17,970
Monday,6,4,18,821
Monday,6,4,19,530
Monday,6,4,20,334
Monday,6,4,21,201
Monday,6,4,22,134
Monday,6,4,23,57
Monday,6,11,0,13
Monday,6,11,1,8
Monday,6,11,2,9
Monday,6,11,3,6
Monday,6,11,4,6
Monday,6,11,5,42
Monday,6,11,6,134
Monday,6,11,7,416
Monday,6,11,8,861
Monday,6,11,9,799
Monday,6,11,10,316
Monday,6,11,11,194
Monday,6,11,12,267
Monday,6,11,13,198
Monday,6,11,14,215
Monday,6,11,15,283
Monday,6,11,16,446
Monday,6,11,17,919
Monday,6,11,18,834
Monday,6,11,19,470
Monday,6,11,20,323
Monday,6,11,21,178
Monday,6,11,22,112
Monday,6,11,23,41
Monday,6,18,0,20
Monday,6,18,1,13
Monday,6,18,2,5
Monday,6,18,3,3
Monday,6,18,4,3
Monday,6,18,5,46
Monday,6,18,6,137
Monday,6,18,7,799
Monday,6,18,8,1025
Monday,6,18,9,170
Monday,6,18,10,447
Monday,6,18,11,85
Monday,6,18,12,212
Monday,6,18,13,220
Monday,6,18,14,254
Monday,6,18,15,225
Monday,6,18,16,441
Monday,6,18,17,951
Monday,6,18,18,883
Monday,6,18,19,545
Monday,6,18,20,356
Monday,6,18,21,202
Monday,6,18,22,128
Monday,6,18,23,41
Monday,6,25,0,19
Monday,6,25,1,13
Monday,6,25,2,15
Monday,6,25,3,4
Monday,6,25,4,7
Monday,6,25,5,34
Monday,6,25,6,114
Monday,6,25,7,362
Monday,6,25,8,907
Monday,6,25,9,1451
Monday,6,25,10,378
Monday,6,25,11,37
Monday,6,25,12,369
Monday,6,25,13,114
Monday,6,25,14,370
Monday,6,25,15,125
Monday,6,25,16,417
Monday,6,25,17,1779
Monday,6,25,18,346
Monday,6,25,19,433
Monday,6,25,20,345
Monday,6,25,21,213
Monday,6,25,22,111
Monday,6,25,23,62
Monday,7,2,0,22
Monday,7,2,1,12
Monday,7,2,2,10
Monday,7,2,3,5
Monday,7,2,4,10
Monday,7,2,5,33
Monday,7,2,6,148
Monday,7,2,7,351
Monday,7,2,8,1374
Monday,7,2,9,287
Monday,7,2,10,253
Monday,7,2,11,238
Monday,7,2,12,405
Monday,7,2,13,121
Monday,7,2,14,195
Monday,7,2,15,238
Monday,7,2,16,443
Monday,7,2,17,846
Monday,7,2,18,779
Monday,7,2,19,794
Monday,7,2,20,106
Monday,7,2,21,126
Monday,7,2,22,89
Monday,7,2,23,52
Monday,7,9,0,24
Monday,7,9,1,11
Monday,7,9,2,10
Monday,7,9,3,7
Monday,7,9,4,8
Monday,7,9,5,39
Monday,7,9,6,159
Monday,7,9,7,444
Monday,7,9,8,891
Monday,7,9,9,844
Monday,7,9,10,303
Monday,7,9,11,242
Monday,7,9,12,251
Monday,7,9,13,264
Monday,7,9,14,237
Monday,7,9,15,242
Monday,7,9,16,488
Monday,7,9,17,961
Monday,7,9,18,891
Monday,7,9,19,546
Monday,7,9,20,366
Monday,7,9,21,222
Monday,7,9,22,141
Monday,7,9,23,58
Monday,7,16,0,15
Monday,7,16,1,7
Monday,7,16,2,9
Monday,7,16,3,1
Monday,7,16,4,8
Monday,7,16,5,39
Monday,7,16,6,162
Monday,7,16,7,437
Monday,7,16,8,962
Monday,7,16,9,1436
Monday,7,16,10,181
Monday,7,16,11,351
Monday,7,16,12,88
Monday,7,16,13,196
Monday,7,16,14,217
Monday,7,16,15,426
Monday,7,16,16,106
Monday,7,16,17,1723
Monday,7,16,18,326
Monday,7,16,19,461
Monday,7,16,20,351
Monday,7,16,21,193
Monday,7,16,22,89
Monday,7,16,23,46
Monday,7,23,0,28
Monday,7,23,1,6
Monday,7,23,2,4
Monday,7,23,3,6
Monday,7,23,4,9
Monday,7,23,5,39
Monday,7,23,6,151
Monday,7,23,7,399
Monday,7,23,8,896
Monday,7,23,9,843
Monday,7,23,10,305
Monday,7,23,11,204
Monday,7,23,12,467
Monday,7,23,13,111
Monday,7,23,14,183
Monday,7,23,15,266
Monday,7,23,16,456
Monday,7,23,17,969
Monday,7,23,18,878
Monday,7,23,19,533
Monday,7,23,20,373
Monday,7,23,21,194
Monday,7,23,22,82
Monday,7,23,23,48
Monday,7,30,0,21
Monday,7,30,1,11
Monday,7,30,2,15
Monday,7,30,3,3
Monday,7,30,5,24
Monday,7,30,6,149
Monday,7,30,7,367
Monday,7,30,8,916
Monday,7,30,9,787
Monday,7,30,10,274
Monday,7,30,11,255
Monday,7,30,12,270
Monday,7,30,13,251
Monday,7,30,14,185
Monday,7,30,15,207
Monday,7,30,16,475
Monday,7,30,17,1815
Monday,7,30,18,339
Monday,7,30,19,383
Monday,7,30,20,305
Monday,7,30,21,164
Monday,7,30,22,93
Monday,7,30,23,40
Monday,8,6,0,16
Monday,8,6,1,9
Monday,8,6,2,1
Monday,8,6,4,4
Monday,8,6,5,31
Monday,8,6,6,134
Monday,8,6,7,359
Monday,8,6,8,883
Monday,8,6,9,792
Monday,8,6,10,304
Monday,8,6,11,211
Monday,8,6,12,257
Monday,8,6,13,236
Monday,8,6,14,211
Monday,8,6,15,212
Monday,8,6,16,430
Monday,8,6,17,927
Monday,8,6,18,865
Monday,8,6,19,491
Monday,8,6,20,324
Monday,8,6,21,166
Monday,8,6,22,113
Monday,8,6,23,46
Monday,8,13,0,12
Monday,8,13,1,10
Monday,8,13,2,5
Monday,8,13,3,3
Monday,8,13,4,6
Monday,8,13,5,41
Monday,8,13,6,144
Monday,8,13,7,737
Monday,8,13,8,216
Monday,8,13,9,547
Monday,8,13,10,510
Monday,8,13,11,103
Monday,8,13,12,162
Monday,8,13,13,220
Monday,8,13,14,202
Monday,8,13,15,255
Monday,8,13,16,408
Monday,8,13,17,871
Monday,8,13,18,763
Monday,8,13,19,881
Monday,8,13,20,121
Monday,8,13,21,117
Monday,8,13,22,93
Monday,8,13,23,43
Monday,8,20,0,12
Monday,8,20,1,5
Monday,8,20,2,9
Monday,8,20,3,6
Monday,8,20,4,9
Monday,8,20,5,73
Monday,8,20,6,23
Monday,8,20,7,324
Monday,8,20,8,871
Monday,8,20,9,724
Monday,8,20,10,276
Monday,8,20,11,196
Monday,8,20,12,223
Monday,8,20,13,233
Monday,8,20,14,190
Monday,8,20,15,237
Monday,8,20,16,424
Monday,8,20,17,848
Monday,8,20,18,1344
Monday,8,20,19,197
Monday,8,20,20,210
Monday,8,20,21,157
Monday,8,20,22,102
Monday,8,20,23,38
Monday,8,27,0,19
Monday,8,27,1,7
Monday,8,27,2,5
Monday,8,27,3,3
Monday,8,27,4,7
Monday,8,27,5,59
Monday,8,27,6,23
Monday,8,27,7,692
Monday,8,27,8,206
Monday,8,27,9,594
Monday,8,27,10,253
Monday,8,27,11,343
Monday,8,27,12,76
Monday,8,27,13,187
Monday,8,27,14,172
Monday,8,27,15,253
Monday,8,27,16,481
Monday,8,27,17,884
Monday,8,27,18,792
Monday,8,27,19,418
Monday,8,27,20,243
Monday,8,27,21,199
Monday,8,27,22,93
Monday,8,27,23,39
Monday,9,3,0,34
Monday,9,3,1,24
Monday,9,3,2,19
Monday,9,3,3,11
Monday,9,3,4,4
Monday,9,3,5,9
Monday,9,3,6,10
Monday,9,3,7,40
Monday,9,3,8,81
Monday,9,3,9,98
Monday,9,3,10,179
Monday,9,3,11,221
Monday,9,3,12,243
Monday,9,3,13,299
Monday,9,3,14,292
Monday,9,3,15,290
Monday,9,3,16,281
Monday,9,3,17,307
Monday,9,3,18,287
Monday,9,3,19,228
Monday,9,3,20,121
Monday,9,3,21,97
Monday,9,3,22,79
Monday,9,3,23,50
Monday,9,10,0,33
Monday,9,10,1,10
Monday,9,10,2,13
Monday,9,10,3,7
Monday,9,10,4,11
Monday,9,10,5,37
Monday,9,10,6,131
Monday,9,10,7,364
Monday,9,10,8,894
Monday,9,10,9,1301
Monday,9,10,10,148
Monday,9,10,11,183
Monday,9,10,12,240
Monday,9,10,13,254
Monday,9,10,14,231
Monday,9,10,15,273
Monday,9,10,16,491
Monday,9,10,17,974
Monday,9,10,18,875
Monday,9,10,19,533
Monday,9,10,20,302
Monday,9,10,21,228
Monday,9,10,22,145
Monday,9,10,23,59
Monday,9,17,0,17
Monday,9,17,1,14
Monday,9,17,2,11
Monday,9,17,3,9
Monday,9,17,4,13
Monday,9,17,5,73
Monday,9,17,6,17
Monday,9,17,7,358
Monday,9,17,8,886
Monday,9,17,9,733
Monday,9,17,10,448
Monday,9,17,11,81
Monday,9,17,12,180
Monday,9,17,13,234
Monday,9,17,14,437
Monday,9,17,15,99
Monday,9,17,16,400
Monday,9,17,17,983
Monday,9,17,18,1500
Monday,9,17,19,259
Monday,9,17,20,255
Monday,9,17,21,180
Monday,9,17,22,82
Monday,9,17,23,59
Monday,9,24,0,27
Monday,9,24,1,12
Monday,9,24,2,14
Monday,9,24,3,4
Monday,9,24,4,11
Monday,9,24,5,34
Monday,9,24,6,142
Monday,9,24,7,425
Monday,9,24,8,876
Monday,9,24,9,733
Monday,9,24,10,283
Monday,9,24,11,215
Monday,9,24,12,240
Monday,9,24,13,415
Monday,9,24,14,97
Monday,9,24,15,245
Monday,9,24,16,520
Monday,9,24,17,932
Monday,9,24,18,822
Monday,9,24,19,462
Monday,9,24,20,303
Monday,9,24,21,182
Monday,9,24,22,119
Monday,9,24,23,57
Monday,10,1,0,36
Monday,10,1,1,19
Monday,10,1,2,23
Monday,10,1,3,8
Monday,10,1,4,17
Monday,10,1,5,47
Monday,10,1,6,170
Monday,10,1,7,412
Monday,10,1,8,907
Monday,10,1,9,844
Monday,10,1,10,313
Monday,10,1,11,258
Monday,10,1,12,246
Monday,10,1,13,267
Monday,10,1,14,211
Monday,10,1,15,278
Monday,10,1,16,496
Monday,10,1,17,977
Monday,10,1,18,783
Monday,10,1,19,454
Monday,10,1,20,301
Monday,10,1,21,180
Monday,10,1,22,120
Monday,10,1,23,61
Monday,10,8,0,27
Monday,10,8,1,15
Monday,10,8,2,17
Monday,10,8,3,16
Monday,10,8,4,13
Monday,10,8,5,38
Monday,10,8,6,127
Monday,10,8,7,353
Monday,10,8,8,837
Monday,10,8,9,745
Monday,10,8,10,324
Monday,10,8,11,226
Monday,10,8,12,291
Monday,10,8,13,257
Monday,10,8,14,240
Monday,10,8,15,270
Monday,10,8,16,495
Monday,10,8,17,899
Monday,10,8,18,809
Monday,10,8,19,444
Monday,10,8,20,292
Monday,10,8,21,185
Monday,10,8,22,124
Monday,10,8,23,58
Monday,10,15,0,34
Monday,10,15,1,11
Monday,10,15,2,17
Monday,10,15,3,9
Monday,10,15,4,15
Monday,10,15,5,33
Monday,10,15,6,127
Monday,10,15,7,438
Monday,10,15,8,918
Monday,10,15,9,801
Monday,10,15,10,307
Monday,10,15,11,240
Monday,10,15,12,267
Monday,10,15,13,259
Monday,10,15,14,256
Monday,10,15,15,251
Monday,10,15,16,506
Monday,10,15,17,1003
Monday,10,15,18,868
Monday,10,15,19,446
Monday,10,15,20,314
Monday,10,15,21,202
Monday,10,15,22,99
Monday,10,15,23,67
Monday,10,22,0,24
Monday,10,22,1,10
Monday,10,22,2,6
Monday,10,22,3,7
Monday,10,22,4,5
Monday,10,22,5,30
Monday,10,22,6,138
Monday,10,22,7,388
Monday,10,22,8,872
Monday,10,22,9,801
Monday,10,22,10,285
Monday,10,22,11,173
Monday,10,22,12,218
Monday,10,22,13,260
Monday,10,22,14,218
Monday,10,22,15,256
Monday,10,22,16,498
Monday,10,22,17,920
Monday,10,22,18,829
Monday,10,22,19,792
Monday,10,22,20,79
Monday,10,22,21,158
Monday,10,22,22,109
Monday,10,22,23,77
Monday,10,29,0,21
Monday,10,29,1,14
Monday,10,29,2,11
Monday,10,29,3,6
Monday,10,29,4,7
Monday,10,29,5,40
Monday,10,29,6,157
Monday,10,29,7,365
Monday,10,29,8,930
Monday,10,29,9,805
Monday,10,29,10,353
Monday,10,29,11,218
Monday,10,29,12,228
Monday,10,29,13,217
Monday,10,29,14,195
Monday,10,29,15,242
Monday,10,29,16,445
Monday,10,29,17,855
Monday,10,29,18,801
Monday,10,29,19,423
Monday,10,29,20,269
Monday,10,29,21,165
Monday,10,29,22,117
Monday,10,29,23,49
Monday,11,5,0,19
Monday,11,5,1,16
Monday,11,5,2,7
Monday,11,5,3,3
Monday,11,5,4,10
Monday,11,5,5,46
Monday,11,5,6,166
Monday,11,5,7,492
Monday,11,5,8,149
Monday,11,5,9,615
Monday,11,5,10,302
Monday,11,5,11,221
Monday,11,5,12,234
Monday,11,5,13,261
Monday,11,5,14,197
Monday,11,5,15,285
Monday,11,5,16,517
Monday,11,5,17,907
Monday,11,5,18,772
Monday,11,5,19,401
Monday,11,5,20,250
Monday,11,5,21,144
Monday,11,5,22,90
Monday,11,5,23,56
Monday,11,12,0,25
Monday,11,12,1,20
Monday,11,12,2,3
Monday,11,12,3,2
Monday,11,12,4,6
Monday,11,12,5,33
Monday,11,12,6,119
Monday,11,12,7,260
